State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Odisha,Sonepur,Pandkital,Cauliflower,Other,FAQ,19/08/2025,8000,8500,8500
Odisha,Sundergarh,Sargipali,Potato,Other,Non-FAQ,19/08/2025,1000,1500,1200
Odisha,Sundergarh,Sargipali,Pumpkin,Pumpkin,FAQ,19/08/2025,500,1000,800
Punjab,Amritsar,Chogawan,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,700,900,800
Punjab,Bhatinda,"Bhagta Bhai Ka",Tomato,Other,FAQ,19/08/2025,4200,4200,4200
Punjab,Bhatinda,"Rampuraphul(Nabha Mandi)","Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,1000,2000,1500
Punjab,Bhatinda,"Rampuraphul(Nabha Mandi)","Green Chilli","Green Chilly",FAQ,19/08/2025,2000,3000,2500
Punjab,Faridkot,Kotkapura,Potato,Potato,FAQ,19/08/2025,1200,1400,1400
Punjab,Fatehgarh,"Bassi Pathana","Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1000,1500,1200
Punjab,Fatehgarh,"Bassi Pathana",Capsicum,Capsicum,FAQ,19/08/2025,5000,6000,5500
Punjab,Fatehgarh,"Bassi Pathana",Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,2500,3000,2800
Punjab,Fatehgarh,"Bassi Pathana","Green Chilli","Green Chilly",FAQ,19/08/2025,4000,4000,4000
Punjab,Fatehgarh,"Bassi Pathana",Papaya,Papaya,Large,19/08/2025,4000,4000,4000
Punjab,Fatehgarh,"Bassi Pathana",Pumpkin,Pumpkin,FAQ,19/08/2025,1000,1200,1100
Punjab,Fatehgarh,"Bassi Pathana",Tomato,Tomato,FAQ,19/08/2025,4800,5500,5000
Punjab,Fatehgarh,Khamano,"Green Chilli","Green Chilly",FAQ,19/08/2025,5400,5400,5400
Punjab,Fatehgarh,Khamano,Potato,Potato,FAQ,19/08/2025,3000,3000,3000
Punjab,Fatehgarh,Sirhind,Brinjal,Other,FAQ,19/08/2025,1000,1500,1200
Punjab,Fatehgarh,Sirhind,Carrot,Other,FAQ,19/08/2025,2300,2700,2500
Punjab,Fatehgarh,Sirhind,Tomato,Other,FAQ,19/08/2025,3500,5700,4800
Punjab,Fazilka,Fazilka,Banana,Other,Medium,19/08/2025,3000,5000,4000
Punjab,Fazilka,Fazilka,"Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,3000,5000,4000
Punjab,Fazilka,Fazilka,Brinjal,Other,FAQ,19/08/2025,1000,2000,1500
Punjab,Fazilka,Fazilka,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,3000,5000,4000
Punjab,Fazilka,Fazilka,Guava,Other,Medium,19/08/2025,3500,4500,4000
Punjab,Fazilka,Jalalabad,Apple,Other,Large,19/08/2025,5500,6000,5700
Punjab,Fazilka,Jalalabad,"Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,2000,2150,2100
Punjab,Fazilka,Jalalabad,"Bitter gourd","Bitter Gourd",FAQ,19/08/2025,3000,3000,3000
Punjab,Fazilka,Jalalabad,Cauliflower,Other,FAQ,19/08/2025,5000,5500,5200
Punjab,Fazilka,Jalalabad,Ginger(Green),Other,FAQ,19/08/2025,5000,5000,5000
Punjab,Fazilka,Jalalabad,"Green Chilli",Other,FAQ,19/08/2025,2500,2600,2550
Punjab,Fazilka,Jalalabad,Papaya,Other,Large,19/08/2025,3000,3200,3100
Punjab,Fazilka,Jalalabad,Pineapple,Other,Large,19/08/2025,4500,4600,4550
Punjab,Fazilka,Jalalabad,Pomegranate,Other,Large,19/08/2025,10500,10500,10500
Punjab,Gurdaspur,Gurdaspur,Apple,Apple,Medium,19/08/2025,5000,6000,5500
Punjab,Gurdaspur,Gurdaspur,Carrot,Other,FAQ,19/08/2025,1000,1200,1100
Punjab,Gurdaspur,Gurdaspur,Cauliflower,Other,FAQ,19/08/2025,700,800,750
Punjab,Gurdaspur,Gurdaspur,Lemon,Other,FAQ,19/08/2025,3500,4000,3700
Punjab,Gurdaspur,Gurdaspur,Papaya,Other,Medium,19/08/2025,3000,3500,3300
Punjab,Gurdaspur,Gurdaspur,Tomato,Other,FAQ,19/08/2025,4000,5000,4500
Punjab,Hoshiarpur,"Garh Shankar",Apple,Other,Medium,19/08/2025,4000,6500,4500
Punjab,Hoshiarpur,"Garh Shankar",Banana,Medium,Medium,19/08/2025,3200,3700,3500
Punjab,Hoshiarpur,"Garh Shankar",Cauliflower,Cauliflower,FAQ,19/08/2025,1200,2000,1500
Punjab,Hoshiarpur,"Garh Shankar",Ginger(Green),"Green Ginger",FAQ,19/08/2025,4000,5000,4500
Punjab,Hoshiarpur,"Garh Shankar",Papaya,Other,Large,19/08/2025,3000,3500,3300
Punjab,Hoshiarpur,"Garh Shankar",Pomegranate,Other,Large,19/08/2025,5000,6500,5500
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi)",Banana,Other,Large,19/08/2025,3000,4000,3500
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi)",Potato,Other,FAQ,19/08/2025,800,1100,900
Punjab,Jalandhar,"Lohian Khas",Tomato,Other,FAQ,19/08/2025,4000,4200,4100
Punjab,Ludhiana,Doraha,Onion,Other,FAQ,19/08/2025,2000,2000,2000
Punjab,Ludhiana,Doraha,Onion,Other,Non-FAQ,19/08/2025,2000,2000,2000
Punjab,Ludhiana,Doraha,Tomato,Other,Non-FAQ,19/08/2025,2800,4000,3800
Punjab,Ludhiana,Khanna,"Bottle gourd",Other,FAQ,19/08/2025,1000,2000,1500
Punjab,Ludhiana,Khanna,Cabbage,Other,FAQ,19/08/2025,1000,1800,1500
Punjab,Ludhiana,Khanna,Capsicum,Capsicum,FAQ,19/08/2025,3000,4000,3500
Punjab,Ludhiana,Ludhiana,Beetroot,Other,FAQ,19/08/2025,1000,1800,1300
Punjab,Ludhiana,Ludhiana,Capsicum,Other,FAQ,19/08/2025,2300,3600,3000
Punjab,Ludhiana,Ludhiana,Garlic,Other,FAQ,19/08/2025,2200,5800,4000
Punjab,Ludhiana,Ludhiana,Onion,Other,FAQ,19/08/2025,500,1500,1000
Punjab,Ludhiana,Ludhiana,Potato,Other,FAQ,19/08/2025,300,800,600
Punjab,Ludhiana,Ludhiana,Raddish,Other,FAQ,19/08/2025,500,1800,1000
Punjab,Mansa,Mansa,Cauliflower,Cauliflower,FAQ,19/08/2025,3000,6000,5000
Punjab,Mansa,Mansa,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,1200,3500,2600
Punjab,Mansa,Mansa,Mango,Other,Medium,19/08/2025,3000,5000,4000
Punjab,Mansa,Mansa,Raddish,Raddish,FAQ,19/08/2025,2000,3000,2500
Punjab,Moga,Baghapurana,Apple,Apple,Large,19/08/2025,3500,4500,4000
Punjab,Moga,Baghapurana,Brinjal,Brinjal,FAQ,19/08/2025,1500,2000,1700
Punjab,Moga,Baghapurana,Onion,Local,FAQ,19/08/2025,1800,2200,2000
Punjab,Moga,Baghapurana,Papaya,Other,Large,19/08/2025,3000,3500,3200
Punjab,Moga,"Kot ise Khan",Potato,Other,FAQ,19/08/2025,1000,1200,1100
Punjab,Moga,"Nihal Singh Wala","Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,2000,3000,2800
Punjab,Moga,"Nihal Singh Wala","Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1000,1800,1500
Punjab,Mohali,Kurali,"Bottle gourd",Other,FAQ,19/08/2025,1950,2130,2000
Punjab,Mohali,Kurali,Capsicum,Other,FAQ,19/08/2025,5000,5540,5250
Punjab,Mohali,Kurali,Cucumbar(Kheera),Other,FAQ,19/08/2025,2000,3500,2500
Punjab,Mohali,Kurali,Tomato,Other,FAQ,19/08/2025,4500,5000,4800
Punjab,Mohali,Lalru,"Bottle gourd",Other,FAQ,19/08/2025,1000,1000,1000
Punjab,Mohali,Lalru,Brinjal,Other,FAQ,19/08/2025,2000,3000,2000
Punjab,Mohali,Lalru,"Green Chilli",Other,FAQ,19/08/2025,3500,5000,4000
Punjab,Mohali,Lalru,Lime,Other,Medium,19/08/2025,5000,5000,5000
Punjab,Mohali,Lalru,Tomato,Other,FAQ,19/08/2025,3000,3500,3200
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)","Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,2500,3000,2800
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Carrot,Other,FAQ,19/08/2025,2000,2500,2300
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,3500,3600,3550
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Cucumbar(Kheera),Other,FAQ,19/08/2025,2000,2500,2200
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Ginger(Green),Other,FAQ,19/08/2025,5000,5500,5300
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)","Green Chilli",Other,FAQ,19/08/2025,3000,3500,3300
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)","Round gourd",Other,FAQ,19/08/2025,1500,1600,1530
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Tomato,Other,FAQ,19/08/2025,5500,5800,5700
Punjab,Pathankot,Pathankot,Apple,Apple,Medium,19/08/2025,4200,5200,5200
Punjab,Pathankot,Pathankot,Brinjal,Brinjal,FAQ,19/08/2025,900,1400,1400
Punjab,Pathankot,Pathankot,"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,19/08/2025,4700,4900,4900
Punjab,Pathankot,Pathankot,Guava,Guava,Medium,19/08/2025,4100,4300,4300
Punjab,Pathankot,Pathankot,Tomato,Tomato,Non-FAQ,19/08/2025,3600,4100,4100
Punjab,Patiala,Ghanaur,Potato,Other,FAQ,19/08/2025,800,1000,900
Punjab,Patiala,Nabha,Cucumbar(Kheera),Other,FAQ,19/08/2025,1200,2000,1500
Punjab,Patiala,Nabha,"Green Chilli",Other,FAQ,19/08/2025,2400,3300,2700
Punjab,Patiala,Nabha,Lemon,Other,FAQ,19/08/2025,2000,3000,2400
Punjab,Patiala,Rajpura,Cauliflower,Other,FAQ,19/08/2025,3200,4200,3800
Punjab,Patiala,Rajpura,Cucumbar(Kheera),Other,FAQ,19/08/2025,1400,2100,1600
Punjab,Patiala,Rajpura,"Green Chilli",Other,FAQ,19/08/2025,2800,3500,3200
Punjab,Patiala,Rajpura,Potato,Other,Non-FAQ,19/08/2025,700,1200,900
Punjab,Patiala,Samana,Apple,American,Small,19/08/2025,8000,13000,12000
Punjab,Patiala,Samana,"Banana - Green",Other,FAQ,19/08/2025,3500,5000,4000
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Mango,Other,Medium,19/08/2025,7850,8000,7900
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Papaya,Other,Medium,19/08/2025,3350,3500,3400
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Potato,Other,FAQ,19/08/2025,850,1000,900
Punjab,Sangrur,Ahmedgarh,"Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,3800,4000,4000
Punjab,Sangrur,Ahmedgarh,Mango,Badami,Medium,19/08/2025,7000,7500,7000
Punjab,Sangrur,Ahmedgarh,Ridgeguard(Tori),Other,FAQ,19/08/2025,2400,2500,2500
Punjab,Sangrur,Dhuri,"Mousambi(Sweet Lime)",Mousambi,Medium,19/08/2025,4100,4500,4300
Punjab,Sangrur,Dhuri,Potato,Potato,FAQ,19/08/2025,800,900,850
Punjab,Tarntaran,Patti,Cucumbar(Kheera),Other,FAQ,19/08/2025,1500,2000,1800
Punjab,Tarntaran,Tarantaran,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,2000,2500,2200
Punjab,Tarntaran,Tarantaran,Pumpkin,Other,FAQ,19/08/2025,1800,2200,2000
Rajasthan,Baran,Nahargarh,Wheat,Other,FAQ,19/08/2025,2625,2625,2625
Rajasthan,Beawar,Beawar,Guar,Other,FAQ,19/08/2025,4700,4800,4750
Rajasthan,Bikaner,"Bikaner (F&V)",Brinjal,Other,FAQ,19/08/2025,1700,1900,1800
Rajasthan,Bikaner,"Bikaner (F&V)",Cauliflower,Other,FAQ,19/08/2025,2900,3100,3000
Rajasthan,Bikaner,"Bikaner (F&V)",Guava,Other,Medium,19/08/2025,1900,2100,2000
Rajasthan,Bikaner,"Bikaner (F&V)",Lemon,Other,FAQ,19/08/2025,3900,4100,4000
Rajasthan,Bikaner,"Bikaner (F&V)",Onion,Other,FAQ,19/08/2025,1300,1500,1400
Rajasthan,Bikaner,"Bikaner (F&V)",Pomegranate,Other,Medium,19/08/2025,7400,7600,7500
Rajasthan,Churu,Sadulpur,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,19/08/2025,2200,2300,2250
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Banana,Other,Medium,19/08/2025,2500,2900,2700
Rajasthan,Ganganagar,"Sriganganagar (F&V)","Bhindi(Ladies Finger)",Other,FAQ,19/08/2025,2000,2400,2200
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Brinjal,Brinjal,FAQ,19/08/2025,1900,2300,2100
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Capsicum,Other,FAQ,19/08/2025,2800,3200,3000
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Ginger(Green),"Green Ginger",FAQ,19/08/2025,4300,4700,4500
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Onion,Other,FAQ,19/08/2025,1100,1500,1300
Rajasthan,Hanumangarh,Rawatsar,Potato,"(Red Nanital)",FAQ,19/08/2025,1100,1100,1100
Rajasthan,Jaipur,"Jaipur (F&V)",Apple,Other,Medium,19/08/2025,4000,15000,9500
Rajasthan,Jaipur,"Jaipur (F&V)","Bitter gourd","Bitter Gourd",FAQ,19/08/2025,3400,4000,3700
Rajasthan,Jaipur,"Jaipur (F&V)",Cabbage,Cabbage,FAQ,19/08/2025,1700,1800,1750
Rajasthan,Jaipur,"Jaipur (F&V)",Coriander(Leaves),Coriander,FAQ,19/08/2025,3000,3500,3250
Rajasthan,Jaipur,"Jaipur (F&V)",Mango,Badami,Medium,19/08/2025,5000,20000,12500
Rajasthan,Jaipur,"Jaipur (F&V)",Onion,Other,FAQ,19/08/2025,900,2000,1450
Rajasthan,Jaipur,"Jaipur (F&V)",Pear(Marasebu),Other,Medium,19/08/2025,500,5000,2750
Rajasthan,Jaipur,"Jaipur (F&V)",Pineapple,Other,Medium,19/08/2025,2000,3500,2750
Rajasthan,Jaipur,"Jaipur (F&V)","Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,19/08/2025,1200,1500,1350
Rajasthan,Jaipur,"Jaipur (F&V)",Ridgeguard(Tori),Ridgeguard(Tori),FAQ,19/08/2025,2000,2200,2100
Rajasthan,Jaipur,"Jaipur (F&V)",Tinda,Other,FAQ,19/08/2025,4000,5000,4500
Rajasthan,Jalore,Jalore,Brinjal,Other,FAQ,19/08/2025,1200,1500,1300
Rajasthan,Jalore,Jalore,Cabbage,Other,FAQ,19/08/2025,800,1000,900
Rajasthan,Jodhpur,"Jodhpur (F&V)",Banana,Other,Medium,19/08/2025,1000,2000,1500
Rajasthan,Jodhpur,"Jodhpur (F&V)",Garlic,Other,FAQ,19/08/2025,2000,7000,4500
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Brinjal,Other,FAQ,19/08/2025,500,2000,1000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Cabbage,Other,FAQ,19/08/2025,1000,2000,1500
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),"Onion Green",Other,FAQ,19/08/2025,1000,2500,2000
Rajasthan,"Jodhpur Rural","Ositan Mathania","Isabgul (Psyllium)","Isabgul (Psyllium)",FAQ,19/08/2025,7000,8000,7500
Rajasthan,Sanchore,Sanchore,Onion,Other,FAQ,19/08/2025,1000,1200,1150
Telangana,Hyderabad,"L B Nagar",Beetroot,Beetroot,FAQ,19/08/2025,2000,3000,2500
Telangana,Hyderabad,"L B Nagar","Bitter gourd","Bitter Gourd",FAQ,19/08/2025,2000,3000,2500
Telangana,Hyderabad,"L B Nagar",Brinjal,"Arkasheela Mattigulla",FAQ,19/08/2025,1000,1500,1200
Telangana,Hyderabad,"L B Nagar",Drumstick,Drumstick,FAQ,19/08/2025,2000,3000,2500
Telangana,Hyderabad,"L B Nagar",Snakeguard,Other,FAQ,19/08/2025,1000,1000,1000
Telangana,Hyderabad,"Mahboob Manison",Ginger(Dry),Big/Thick,FAQ,19/08/2025,1100,6300,3400
Telangana,Hyderabad,"Mahboob Manison",Onion,"2nd Sort",FAQ,19/08/2025,300,1700,1000
Telangana,Karimnagar,Karimnagar,Ridgeguard(Tori),Other,FAQ,19/08/2025,3000,3000,3000
Telangana,Karimnagar,Mallial(Cheppial),Paddy(Dhan)(Common),MTU-1010,Non-FAQ,19/08/2025,2320,2320,2320
Telangana,Mahbubnagar,"Mahabubnagar(Rythu Bazar)","Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,5800,6200,6000
Telangana,Mahbubnagar,"Mahabubnagar(Rythu Bazar)","Leafy Vegetable","Leafy Vegetables",FAQ,19/08/2025,4800,5200,5000
Telangana,Mahbubnagar,"Mahabubnagar(Rythu Bazar)",Potato,"(Red Nanital)",FAQ,19/08/2025,2800,3200,3000
Telangana,Mahbubnagar,Narayanpet,"Green Gram (Moong)(Whole)","Local (Whole)",Non-FAQ,19/08/2025,5525,8809,7289
Telangana,Nalgonda,Devarkonda(Dindi),Paddy(Dhan)(Common),MTU-1010,FAQ,19/08/2025,2300,2300,2300
Telangana,Nalgonda,Kodad,Paddy(Dhan)(Common),"B P T",FAQ,19/08/2025,2300,2300,2300
Telangana,"Ranga Reddy",Chevella,Tomato,Deshi,FAQ,19/08/2025,2500,2500,2500
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Beetroot,Beetroot,FAQ,19/08/2025,2100,2100,2100
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)","Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,4000,4000,4000
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)","Bitter gourd","Bitter Gourd",FAQ,19/08/2025,2300,2300,2300
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Cabbage,Cabbage,FAQ,19/08/2025,1300,1300,1300
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Colacasia,Colacasia,FAQ,19/08/2025,2500,2500,2500
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Potato,"(Red Nanital)",FAQ,19/08/2025,2300,2300,2300
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)","Sweet Potato","Hosur Green",FAQ,19/08/2025,3500,3500,3500
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Tomato,Deshi,FAQ,19/08/2025,3500,3500,3500
Telangana,Warangal,Warangal,Beetroot,Beetroot,FAQ,19/08/2025,2200,2600,2400
Telangana,Warangal,Warangal,"Bitter gourd","Bitter Gourd",FAQ,19/08/2025,1200,1600,1400
Telangana,Warangal,Warangal,Capsicum,Capsicum,FAQ,19/08/2025,5500,6000,5750
Telangana,Warangal,Warangal,Potato,Potato,FAQ,19/08/2025,2200,2600,2400
Telangana,Warangal,Warangal,Tomato,Tomato,FAQ,19/08/2025,3200,3600,3400
Tripura,Dhalai,Masli,"Bitter gourd","Bitter Gourd",FAQ,19/08/2025,5000,8000,6000
Tripura,"North Tripura",Dasda,"Bhindi(Ladies Finger)",Bhindi,FAQ,19/08/2025,3000,3500,3250
Tripura,Sepahijala,Melaghar,Brinjal,Brinjal,FAQ,19/08/2025,3500,4100,4000
Tripura,Sepahijala,Melaghar,Fish,Katla(Big),FAQ,19/08/2025,31000,34000,32000
Tripura,Sepahijala,Melaghar,"Green Chilli","Green Chilly",FAQ,19/08/2025,15500,16200,16000
Tripura,Sepahijala,Melaghar,Potato,Jalander,FAQ,19/08/2025,1600,1800,1700
Tripura,Sepahijala,Melaghar,Rice,Masuri,FAQ,19/08/2025,3900,4100,4000
"Uttar Pradesh",Agra,Achnera,"Barley (Jau)",Dara,FAQ,19/08/2025,2340,2400,2370
"Uttar Pradesh",Agra,Achnera,Brinjal,Round/Long,FAQ,19/08/2025,1350,1450,1400
"Uttar Pradesh",Agra,Achnera,"Green Gram (Moong)(Whole)","Green (Whole)",FAQ,19/08/2025,8650,8750,8700
"Uttar Pradesh",Agra,Achnera,Lemon,Lemon,FAQ,19/08/2025,3400,3440,3420
"Uttar Pradesh",Agra,Achnera,Onion,Red,FAQ,19/08/2025,1420,1500,1460
"Uttar Pradesh",Agra,Achnera,"Sponge gourd","Sponge gourd",FAQ,19/08/2025,1750,1850,1800
"Uttar Pradesh",Agra,Khairagarh,Mustard,Sarson(Black),FAQ,19/08/2025,6500,6700,6600
"Uttar Pradesh",Agra,Khairagarh,Wheat,Dara,FAQ,19/08/2025,2550,2570,2560
"Uttar Pradesh",Aligarh,Aligarh,Cauliflower,Cauliflower,FAQ,19/08/2025,3150,3250,3200
"Uttar Pradesh",Aligarh,Aligarh,Ginger(Green),"Green Ginger",FAQ,19/08/2025,3700,3800,3740
"Uttar Pradesh",Aligarh,Aligarh,"Green Gram (Moong)(Whole)","Local (Whole)",FAQ,19/08/2025,7180,7280,7220
"Uttar Pradesh",Aligarh,Aligarh,Gur(Jaggery),Red,FAQ,19/08/2025,4500,4610,4550
"Uttar Pradesh",Aligarh,Aligarh,Pumpkin,Pumpkin,FAQ,19/08/2025,1050,1200,1120
"Uttar Pradesh",Aligarh,Charra,Cabbage,Cabbage,FAQ,19/08/2025,1400,1600,1500
"Uttar Pradesh",Aligarh,Khair,"Green Chilli","Green Chilly",FAQ,19/08/2025,3500,4000,3800
"Uttar Pradesh",Ambedkarnagar,Akbarpur,Apple,Delicious,Medium,19/08/2025,7850,8250,8050
"Uttar Pradesh",Ambedkarnagar,Akbarpur,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",FAQ,19/08/2025,7450,7650,7550
"Uttar Pradesh",Ambedkarnagar,Akbarpur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,19/08/2025,6400,6550,6450
"Uttar Pradesh",Ambedkarnagar,Akbarpur,Brinjal,Round/Long,FAQ,19/08/2025,1570,1700,1650
"Uttar Pradesh",Ambedkarnagar,Akbarpur,Garlic,Desi,FAQ,19/08/2025,6400,6500,6450
"Uttar Pradesh",Ambedkarnagar,Akbarpur,Paddy(Dhan)(Common),Common,FAQ,19/08/2025,2150,2280,2210
"Uttar Pradesh",Ambedkarnagar,Akbarpur,Potato,Desi,FAQ,19/08/2025,1100,1220,1150
"Uttar Pradesh",Ambedkarnagar,Akbarpur,"Sponge gourd","Sponge gourd",FAQ,19/08/2025,1750,1880,1850
"Uttar Pradesh",Amethi,Sultanpur,"Banana - Green","Banana - Green",FAQ,19/08/2025,1780,1825,1800
"Uttar Pradesh",Amethi,Sultanpur,Potato,Desi,Non-FAQ,19/08/2025,950,990,975
"Uttar Pradesh",Amethi,Sultanpur,Rice,Common,FAQ,19/08/2025,3285,3330,3300
"Uttar Pradesh",Amroha,Hasanpur,Banana,Other,Medium,19/08/2025,2100,3000,2520
"Uttar Pradesh",Amroha,Hasanpur,Capsicum,Capsicum,FAQ,19/08/2025,1410,1500,1450
"Uttar Pradesh",Amroha,Hasanpur,"Mousambi(Sweet Lime)",Mousambi,Medium,19/08/2025,1810,2000,1850
"Uttar Pradesh",Amroha,Hasanpur,Onion,Nasik,Non-FAQ,19/08/2025,1000,1200,1100
"Uttar Pradesh",Amroha,Hasanpur,Pumpkin,Pumpkin,FAQ,19/08/2025,1410,1500,1450
"Uttar Pradesh",Amroha,Hasanpur,Spinach,Other,FAQ,19/08/2025,1410,1500,1450
"Uttar Pradesh",Amroha,Hasanpur,Tomato,Deshi,Non-FAQ,19/08/2025,1410,1500,1450
"Uttar Pradesh",Auraiya,Auraiya,Apple,Delicious,Medium,19/08/2025,7800,8270,8000
"Uttar Pradesh",Auraiya,Auraiya,Garlic,Desi,FAQ,19/08/2025,6035,6375,6225
"Uttar Pradesh",Auraiya,Auraiya,Potato,Desi,FAQ,19/08/2025,950,1250,1070
"Uttar Pradesh",Ayodhya,Faizabad,Brinjal,Round/Long,FAQ,19/08/2025,1540,1700,1600
"Uttar Pradesh",Ayodhya,Faizabad,Garlic,Desi,FAQ,19/08/2025,6200,6500,6350
"Uttar Pradesh",Ayodhya,Faizabad,Mustard,Sarson(Black),FAQ,19/08/2025,6270,6450,6400
"Uttar Pradesh",Ayodhya,Faizabad,Sugar,Chini,FAQ,19/08/2025,4100,4200,4160
"Uttar Pradesh",Ayodhya,Faizabad,Wheat,Dara,Non-FAQ,19/08/2025,2400,2470,2430
"Uttar Pradesh",Azamgarh,Azamgarh,"Bengal Gram Dal (Chana Dal)","Bengal Gram Dal",FAQ,19/08/2025,7435,7535,7485
"Uttar Pradesh",Azamgarh,Azamgarh,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,19/08/2025,6585,6685,6635
"Uttar Pradesh",Azamgarh,Azamgarh,"Bitter gourd","Bitter Gourd",FAQ,19/08/2025,2375,2525,2450
"Uttar Pradesh",Azamgarh,Azamgarh,"Green Chilli","Green Chilly",FAQ,19/08/2025,4850,5000,4920
"Uttar Pradesh",Azamgarh,Azamgarh,Gur(Jaggery),Red,FAQ,19/08/2025,4375,4475,4425
"Uttar Pradesh",Azamgarh,Azamgarh,Pomegranate,Pomogranate,Medium,19/08/2025,6775,6925,6850
"Uttar Pradesh",Azamgarh,Azamgarh,"White Peas","White Peas",FAQ,19/08/2025,4150,4250,4200
"Uttar Pradesh",Badaun,Badayoun,Apple,Delicious,Medium,19/08/2025,7700,8100,7960
"Uttar Pradesh",Badaun,Badayoun,Cabbage,Cabbage,FAQ,19/08/2025,1600,1720,1650
"Uttar Pradesh",Badaun,Badayoun,Capsicum,Capsicum,FAQ,19/08/2025,5200,5400,5300
"Uttar Pradesh",Badaun,Badayoun,"Green Chilli","Green Chilly",FAQ,19/08/2025,4400,4530,4450
"Uttar Pradesh",Badaun,Badayoun,Tomato,Deshi,Non-FAQ,19/08/2025,3900,4000,3950
"Uttar Pradesh",Badaun,Badayoun,Wheat,Dara,FAQ,19/08/2025,2460,2570,2500
"Uttar Pradesh",Badaun,Visoli,Potato,Desi,FAQ,19/08/2025,650,650,650
"Uttar Pradesh",Badaun,Wazirganj,"Bottle gourd","Bottle Gourd",FAQ,19/08/2025,1325,1385,1350
"Uttar Pradesh",Badaun,Wazirganj,Onion,Red,Non-FAQ,19/08/2025,1250,1275,1265
"Uttar Pradesh",Badaun,Wazirganj,Tomato,Deshi,FAQ,19/08/2025,4050,4100,4075
"Uttar Pradesh",Badaun,Wazirganj,Tomato,Deshi,Non-FAQ,19/08/2025,3900,3950,3925
"Uttar Pradesh",Baghpat,Baraut,Brinjal,Round/Long,FAQ,19/08/2025,1650,1750,1700
"Uttar Pradesh",Baghpat,Baraut,Capsicum,Capsicum,FAQ,19/08/2025,4900,5050,4950
"Uttar Pradesh",Baghpat,Baraut,Cucumbar(Kheera),Cucumbar,FAQ,19/08/2025,1870,2000,1925
"Uttar Pradesh",Baghpat,Baraut,Papaya,Papaya,Medium,19/08/2025,2700,2900,2800
"Uttar Pradesh",Baghpat,Baraut,Potato,Desi,Non-FAQ,19/08/2025,800,1000,900
"Uttar Pradesh",Baghpat,Baraut,Tomato,Hybrid,Non-FAQ,19/08/2025,3700,3900,3800
"Uttar Pradesh",Baghpat,Baraut,Wheat,Dara,FAQ,19/08/2025,2530,2650,2585
