State,Product,District,LGD Code,Category,Sector,Description,GI Status,Photo,Ministry/ Department
Punjab,Litchi,Pathankot,662,Primary,Agriculture,"Pathankot, a district in Punjab, India, is known for its delicious Litchi fruit. Litchi is a tropical and subtropical fruit with a sweet and fragrant flavour. The litchi produced in Pathankot has a unique taste and aroma due to the ideal climate and soil conditions in the region. The fruit is also used in the food industry to make juice, jelly, and ice cream. The litchi orchards in Pathankot attract a significant number of tourists during the harvest season, making it a popular destination for litchi lovers.",No,https://drive.google.com/file/d/14J7MUK-kXFxiNX6MMrfbg7FIKfz1RVRR/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Punjab,Phulkari,Patiala,41,Primary,Handloom,"Patiala, a district in Punjab, India, is well-known for its Phulkari embroidery. Phulkari is a traditional style of embroidery that originated in Punjab and is known for its intricate patterns and vibrant colors. The district is famous for producing high-quality Phulkari embroidery fabrics, which are used to make various traditional garments like salwar-kameez, dupattas, and sarees.",Yes,https://drive.google.com/file/d/1MOJwBSAKuER2QGgO2mVn_9pUpXpgYi70/view?usp=drive_link,DC Handloom
Punjab,Maize,Rupnagar,42,Others,Agriculture,"Maize is a staple crop grown in Rupnagar, Punjab, India. The city is located in the northern part of the country, where maize is a crucial source of food and income for farmers. Maize is a versatile crop that can be used for human consumption, animal feed, and industrial purposes.",No,https://drive.google.com/file/d/173QxJa03tVPxL1Xlygakoh7CwTROYziB/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Punjab,Agriculture Implements,Rupnagar,42,Secondary ,Manufacturing,"Rupnagar (Punjab) is a key hub for agricultural implements, known for producing high-quality farming tools like tractors, seed drills, harrows, threshers, and plows. These implements are designed for Punjab's intensive farming needs, enhancing efficiency in wheat, rice, and sugarcane cultivation. With a strong manufacturing base, Rupnagar supplies durable, cost-effective machinery to farmers across India.

",No,https://drive.google.com/file/d/1K3kmfbnC-dcBPZ3GcxWrO7H6TP0XAkRQ/view?usp=drive_link,MSME
Punjab,Engineering Goods,Sahibzada Ajit Singh Nagar/Mohali,608,Primary,Manufacturing,"Sahibzada Ajit Singh Nagar, also known as Mohali, is an industrial hub of Punjab with a significant presence of the engineering goods industry. The district has various small, medium and large scale industries engaged in the manufacturing of engineering goods. These goods include a variety of items such as machine parts, industrial fasteners, precision tools, metal products, and many more.",No,https://drive.google.com/file/d/1KRpB5vkVoOdIcTS86OGD40vjVVtSsGvP/view?usp=drive_link,MSME
Punjab,Sculptures,Sahibzada Ajit Singh Nagar/Mohali,608,Secondary,Handicraft,"Sahibzada Ajit Singh Nagar/ Mohali district is known for its sculptures, which are crafted by skilled artisans. These sculptures are made from a variety of materials such as stone, metal, and wood, and range from small decorative pieces to large public installations. The district is home to many workshops and studios where sculptors create these works of art. Many of the sculptures depict local cultural motifs, religious figures, and historical events, reflecting the rich heritage of the region.",No,https://drive.google.com/file/d/1yTKue8JaK3miRR8Co2JApru2G-FnZsL4/view?usp=drive_link,DC Handicraft
Punjab,Pharmaceuticals/ Medical Equipment,Sahibzada Ajit Singh Nagar/Mohali,608,Tertiary,Manufacturing,"Sahibzada Ajit Singh Nagar (also known as Mohali) in Punjab is a hub for pharmaceuticals and medical equipment production. The district has attracted several pharmaceutical companies due to its favorable business environment, infrastructure, and skilled workforce. The pharmaceutical industry in Sahibzada Ajit Singh Nagar manufactures and exports a wide range of products, including tablets, capsules, injectables, ointments, and syrups, among others.",No,https://drive.google.com/file/d/1fYFkHrqXFZ5jY9C-xxwaCKb55jExe-mi/view?usp=drive_link,MSME
Punjab,Vegetable Oil,Sangrur,43,Primary,Food Processing,"Sangrur is known for the production of vegetable oil. The region is home to a number of oil mills that produce a variety of vegetable oils, including mustard oil, sunflower oil, soybean oil, and groundnut oil. These oils are widely used in cooking and are an important part of Punjabi cuisine.",No,https://drive.google.com/file/d/13C_qp1Jcn2mdXRQitN3cHGrqn0cvx8yU/view?usp=drive_link,Ministry of Food Processing
Punjab,Jaggery,Shahid Bhagat Singh Nagar (Nawanshahar),40,Primary,Food Processing,"Shahid Bhagat Singh Nagar, also known as Nawanshahr, is a district in Punjab renowned for its production of high-quality jaggery. Jaggery is a traditional Indian sweetener made by boiling sugarcane juice until it solidifies. The jaggery from Shahid Bhagat Singh Nagar is made using traditional methods and is free from any chemical additives, ensuring its purity and quality.",No,https://drive.google.com/file/d/1_hBKtNCP3dc2U3KoXL1002sB_ZgyrNe1/view?usp=drive_link,Ministry of Food Processing
Punjab,Agriculture Implements,Sri Muktsar Sahib,39,Primary,Manufacturing,"Sri Muktsar Sahib in Punjab is known for its quality agricultural implements that are widely used by farmers across the region. These implements are designed to cater to the specific needs of farmers, ensuring optimal performance and increased productivity. Made from high-grade materials, the agriculture implements from Sri Muktsar Sahib are sturdy, durable, and long-lasting.",No,https://drive.google.com/file/d/1P9vvLJCaCvcBbCwR5IO_9h1rijhdDSff/view?usp=drive_link,MSME
Punjab,Basmati (Rice),Tarn Taran,609,Primary,Agriculture,"Tarn Taran in Punjab is renowned for its production of Basmati rice. Known for its long grains, distinct aroma and flavour, Basmati rice from Tarn Taran is a favourite among consumers and chefs alike. The rice is grown using traditional farming practices and processed with great care to preserve its unique characteristics.",Yes,https://drive.google.com/file/d/19GbYYWTp2Y5f66l5zQgSk9Ua9DKxP4vP/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Punjab,Milk,Tarn Taran,609,Secondary,Dairy,"Tarn Taran is also known for its rich and creamy milk, sourced from the region's dairy farms. The milk is known for its high fat content and is ideal for making a variety of dairy products such as butter, cheese, and yogurt.",No,https://drive.google.com/file/d/15FXvqpt2WKnAdGiHTWLXhU-f2f8t-PSQ/view?usp=drive_link,"Ministry of Fisheries, Animal Husbandry and Dairying"
Punjab,Pears,Tarn Taran,609,Tertiary,Agriculture,"Tarn Taran is home to some of the juiciest and most flavourful pears in the region. Grown in the region's fertile orchards, these pears are known for their crisp texture, sweet taste, and nutritional value, making them a popular choice among consumers looking for healthy snack options.",No,https://drive.google.com/file/d/1761tsTT3OWF4W6Ftl2SIK8A1maWbZcn-/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Rajasthan,Granite and Marble Products,Ajmer,86,Primary,Manufacturing,"Granite and marble from Ajmer district of Rajasthan are famous for their high quality, durability, and aesthetic appeal. The granite deposits in Ajmer district are rich in different colors and patterns, such as pink, brown, and yellow, and have been used in various construction projects around the world. The granite from Ajmer is highly durable and resistant to wear and tear, making it ideal for flooring, cladding, countertops, and monuments.",No,https://drive.google.com/file/d/1i5Kb8CygbVL8XQWykd4agS7rg4zAk6al/view?usp=drive_link,MSME
Rajasthan,Automobile Parts,Alwar,87,Primary,Manufacturing,"Alwar district of Rajasthan is known for the production of high-quality automobile parts, particularly gears and axles. The district has a rich source of iron ore, which is used as the primary raw material for manufacturing these parts. The availability of skilled labor and advanced manufacturing technology has also contributed to the growth of the automobile parts industry in Alwar. The gears and axles produced in Alwar are known for their precision, durability, and strength.",No,https://drive.google.com/file/d/1KD5CoddacpGS1C6l4PHkf_FhjjCcf7Ii/view?usp=drive_link,MSME
Rajasthan,Textile Products,Balotra,775,Primary,Textile,"Balotra, known as the textile hub of Rajasthan, produces a wide range of textile products, including printed fabrics, bed linens, and garments, crafted using traditional techniques such as block printing and tie-dye. The textiles from this region are often made from high-quality cotton and feature bold, geometric patterns or floral motifs, with vibrant dyes that reflect the local culture and landscape. ",No ,https://drive.google.com/file/d/107mpxbz0LS-7AIRg_72EBWqdA-CGDhMd/view?usp=drive_link,Ministry of Textile
Rajasthan,Marble Products,Banswara,88,Primary,Manufacturing,"Banswara’s marble is known for its fine texture and ability to take on a smooth, polished finish, while its granite offers strength and resilience, making it perfect for both interior and exterior applications. These slabs are carefully cut and polished by skilled artisans, ensuring precision and beauty. ",NO ,https://drive.google.com/file/d/1HhMUC01caoxo5zTwdMtpQAgJ71u87PTv/view?usp=drive_link,MSME
Rajasthan,Garlic Products,Baran,89,Primary,Agriculture,"Rajasthan Baran Garlic is a high-quality variety of garlic known for its strong aroma, rich flavor, and medicinal properties. Grown in the fertile soils of the Baran district in Rajasthan, India, this garlic is characterized by its large, firm cloves and distinctive pungency. It is widely used in culinary dishes for its intense taste and is also valued in traditional remedies for its health benefits, including boosting immunity and improving heart health. Baran Garlic is a staple in Indian kitchens and is celebrated for its superior quality and freshness.",no ,https://drive.google.com/file/d/1Bw1_fRk2KwpJ5Mjeqv_Hv8EPwnZcPA21/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Rajasthan,Kasheedakari,Barmer,90,Primary,Handloom,"The Rajasthan Barmer Kasheedakari products are exquisite handiloom items known for their intricate embroidery and vibrant colors. Originating from the Barmer region of Rajasthan, India, these products often include textiles like dupattas, shawls, bedspreads, and cushion covers. The Kasheedakari embroidery features detailed geometric patterns, floral motifs, and mirror work, reflecting the rich cultural heritage of the region. Made using traditional techniques, these products are a blend of artistry and functionality, perfect for adding a touch of ethnic elegance to any space or wardrobe.",No,https://drive.google.com/file/d/1mf1apiPcKq5jwK65ksYnQ7GEpUlJfsFk/view?usp=drive_link,DC Handloom
Rajasthan,Quartz and Feldspar Powder ,Beawar,774,Primary,Manufacturing,"Quartz and Feldspar Powder from Beawar, Rajasthan, is a high-quality mineral product widely used in various industries such as ceramics, glass manufacturing, and construction. Beawar, known for its rich deposits of these minerals, produces finely processed quartz and feldspar powders that are valued for their purity, consistency, and fine texture. Quartz powder, with its excellent hardness and durability, is a key ingredient in glass production, while feldspar powder enhances the quality of ceramics and tiles by acting as a flux in the manufacturing process.",No ,https://drive.google.com/file/d/1ZlVxvTSXGCgItu2StfsmCxyXY49phfbQ/view?usp=drive_link,MSME
Rajasthan,Agro based Products ,Bharatpur,91,Primary,Food Processing,"Bharatpur, Rajasthan, is known for its high-quality agro-based products like mustard, wheat, bajra (pearl millet), pulses, and vegetables. These crops thrive in the region's fertile soil and are valued for their nutritional benefits and use in traditional Indian cuisine. Bharatpur's agricultural output plays a key role in Rajasthan's farming economy.",No,https://drive.google.com/file/d/1Fr4z6gZ1vA4Fy9YMo9i6v20FYTq8XeJY/view?usp=drive_link,Ministry of Food Processing
Rajasthan,Textile Products,Bhilwara,92,Primary,Textile,"Denim garments from Bhilwara district of Rajasthan are a blend of traditional craftsmanship and modern design that exude style, comfort, and durability. The garments are crafted by skilled artisans who have mastered the art of working with denim fabrics and incorporating intricate embroidery, beadwork, and patchwork into the designs. The denim fabrics used in these garments are of the highest quality, ensuring that the garments are long-lasting and resistant to wear and tear. The garments are versatile and can be worn in a variety of settings, from casual outings to formal occasions, making them a must-have in any wardrobe.",No,https://drive.google.com/file/d/1cw-7bjeJuEUYequSfJ8nz6aQc1typjTc/view?usp=drive_link,Ministry of Textile
Rajasthan,Bikaneri  Namkeen ,Bikaner,93,Primary,Food Processing,"Bikaneri namkeen products from Bikaner district of Rajasthan are a flavorful and crunchy treat that is loved by people all over the world. These savory snacks are made using traditional recipes and techniques that have been passed down through generations, ensuring that every bite is infused with the rich flavors and aromas of the region. The namkeen products are made using high-quality ingredients, such as chickpea flour, peanuts, and spices, which are blended together to create a unique and tantalizing flavor profile. Each bite is a symphony of textures and tastes, with the crunchiness of the namkeen perfectly complementing the spiciness and tanginess of the seasoning.",Yes,https://drive.google.com/file/d/1o-tVCAQeRFjuTDQ6EaKfU9p9dVlauE_k/view?usp=drive_link,Ministry of Food Processing
Rajasthan,Rice,Bundi,94,Primary,Agriculture,"Rice from Bundi district of Rajasthan is a premium quality grain that is renowned for its unique flavor, aroma, and texture. This region is known for its fertile soil and favorable climate, which provides ideal growing conditions for rice. The rice is carefully cultivated using traditional farming techniques and is harvested at the peak of its maturity, ensuring that each grain is full of flavor and nutrients. The rice is then carefully processed and packed to preserve its freshness and quality.",No,https://drive.google.com/file/d/1FZSn76zxuSjruAbx5_CGbaKlKJNcCkCQ/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Rajasthan,Granite and Marble Products,Chittorgarh,95,Primary,Manufacturing,"Granite and Marble from Chittorgarh district of Rajasthan are a true testament to the region's rich cultural heritage and skilled craftsmanship. The district is home to some of the finest granite and marble deposits in the world, making it a hub for the stone industry. The granite and marble are known for their unique patterns, colors, and textures that are a result of the geological formation of the region. The stones are carefully extracted from the earth and then processed using the latest technology and traditional techniques to bring out their natural beauty.",No,https://drive.google.com/file/d/1ISKFRovYz_Ut0SDtDMemSvKhrVUL6m1R/view?usp=drive_link,MSME
Rajasthan,Wood Products,Churu,96,Primary,Manufacturing,"Wooden products from Churu district of Rajasthan are a true reflection of the region's rich cultural heritage and skilled craftsmanship. The district is home to some of the finest quality wood, including teak, rosewood, and mango wood, which are carefully sourced and used to create stunning wooden products. The artisans of Churu use traditional techniques to create a range of wooden products that are both functional and decorative. From intricately carved furniture to wooden toys, kitchenware, and decorative pieces, there is a wide range of wooden products to choose from.",No,https://drive.google.com/file/d/1tbRMxzTzx7XLUxJ0DjEr7zvC6tWJDZRz/view?usp=drive_link,MSME
Rajasthan,Stone Product ,Dausa,97,Primary,Manufacturing,"Dausa, Rajasthan, is famous for its premium sandstone (pink, teak wood, Kandla grey) and limestone, known for durability and natural beauty. These stones are widely used in flooring, cladding, monuments, and intricate carvings. The region's skilled craftsmanship and high-quality stone make it a key hub for architectural and decorative stone products.

",No,https://drive.google.com/file/d/1GoDYqwZkDsAacOLSqQutqHvNAXtY-jj6/view?usp=drive_link,MSME
Rajasthan, Marble & Granite Products,Deedwana-Kuchaman,768,Primary,Manufacturing,"Makrana Marble and Granite from Deedwana-Kuchaman, Rajasthan, are renowned for their superior quality, elegance, and durability. Known for its pristine white color and fine texture, Makrana marble is used in various architectural and decorative applications, including flooring, sculptures, and monuments.Both Makrana marble and granite from this region are processed with expert craftsmanship, reflecting the rich heritage of Rajasthan’s stone industry and making them globally sought after for their premium quality and aesthetic appeal.",Yes,https://drive.google.com/file/d/11LHHeUJpVTE7TVcOBsWoyeXx_XPoLGbJ/view?usp=drive_link,MSME
Rajasthan,Stone Based Products ,Deeg,767,Primary,Manufacturing,"Stone Aggregate Products from Deeg, Rajasthan, are known for their high quality and durability, making them essential in the construction and infrastructure industries. Sourced from the region’s abundant stone quarries, these aggregates include crushed stones, gravel, and sand, which are processed to meet specific size and grading requirements. Deeg’s stone aggregates are used in a wide range of applications, from road construction and building foundations to concrete production. ",No ,https://drive.google.com/file/d/1TYfw0-uewY7XacpaP16VTQ-H-BooyIGo/view?usp=drive_link,MSME
Rajasthan,Stone based products ,Dholpur,98,Primary,Manufacturing,"Dholpur, Rajasthan, is famous for its high-quality sandstone-based products, known for their durability, natural beauty, and fine texture. Dholpur sandstone, often referred to as ""Dholpur Beige"", is widely used in construction, and decorative items. Popular products include flooring tiles, wall claddings, sculptures, garden furniture, and architectural elements. The stone's warm hues and weather-resistant properties make it a preferred choice for both indoor and outdoor applications. Dholpur's stone-based products are exported globally, showcasing Rajasthan's rich craftsmanship and natural resources.",No,https://drive.google.com/file/d/1_T5NOqqaD5QtrlKjNHeEb6_CRo_-ZtND/view?usp=drive_link,"Ministry of Fisheries, Animal Husbandry and Dairying"
Rajasthan,Granite Products,Dungarpur,99,Primary,Manufacturing,"Granite/marble tiles and slabs from Dungarpur district of Rajasthan are a true testament to the region's rich cultural heritage and skilled craftsmanship. The district is known for its high-quality marble and granite, which are carefully extracted from the earth and used to create exquisite tiles and slabs. The skilled artisans of Dungarpur use traditional techniques to cut, shape and polish the marble and granite into intricate designs and patterns. The tiles and slabs come in a range of designs, from delicate patterns to bold and intricate designs, and are often inspired by the natural beauty and cultural history of the region.",No,https://drive.google.com/file/d/1qEZgn2_V5ChlpVyaUzvZEcDf5TfJfbGY/view?usp=drive_link,MSME
Rajasthan,Agro Based Products ,Hanumangarh,101,Primary,Agriculture,"The fertile soils and favorable climate of Hanumangarh support the cultivation of high-yield rice varieties, valued for their rich aroma and taste, and premium-quality cotton, known for its softness and durability. These crops are cultivated using advanced farming practices, ensuring sustainability and high productivity.",NO ,https://drive.google.com/file/d/1Z44AeNVmD3mB9OpNv__lVT14fiyCAwV-/view?usp=drive_link,Ministry of Agriculture & Farmers' Welfare
Rajasthan,Gems & Jewellery,Jaipur,102,Primary,Manufacturing,"Gems and jewellery from Jaipur district of Rajasthan are renowned across the world for their exquisite craftsmanship, intricate designs, and stunning beauty. Jaipur, known as the ""Pink City"", has been a hub for the production of gems and jewellery for centuries, and is home to some of the most skilled artisans in the world. The gems used in these creations are sourced from mines all over the world, including diamonds, emeralds, sapphires, and rubies. These precious stones are then carefully cut, polished, and set into beautiful designs that showcase their natural beauty.",No,https://drive.google.com/file/d/1mAXfkVBHZO9gy6GHBxjtzTliYo1BZupv/view?usp=drive_link,MSME
Rajasthan,Yellow Stone Products,Jaisalmer,103,Primary,Manufacturing,"Yellow limestone and sandstone of Jaisalmer, famous as golden stone, have been extensively used in architectonic heritage of western India. The golden yellow limestone and sandstone built architectonic heritage impart an exquisite character to Jaisalmer city, which is popularly known as 'The Golden City'. The Jaisalmer Fort built by limestone and sandstone has been listed as a world UNESCO heritage site-locally referred to as 'Sonar Qila' meaning 'Golden Fort’.",No,https://drive.google.com/file/d/138FYnYkMh4caybHseRhN3r7NtEpfRgBv/view?usp=drive_link,MSME
Rajasthan,Granite Products,Jalore,104,Primary,Manufacturing,"Carved by nature's hand over millions of years, these magnificent slabs and tiles of the Jalore district of Rajasthan boast a timeless allure, painted with the hues of tradition and craftsmanship. Renowned for their durability and exquisite patterns, these granite marvels are a testament to the region's rich geological heritage.",No,https://drive.google.com/file/d/1Vw7hTk8OUufYSmKMAOvck5UEdafnrFFM/view?usp=drive_link,MSME
Rajasthan,Kota Stone Products,Jhalawar,105,Primary,Manufacturing,"Kota Stone products from Jhalawar, Rajasthan, are valued for their durability, smooth finish, and natural earthy tones. Widely used in flooring, wall cladding, and decorative elements, these stones combine functionality with timeless elegance. Skilled artisans shape and polish each piece, showcasing Rajasthan’s renowned stone craftsmanship and architectural heritage.",No,https://drive.google.com/file/d/16pXBmhSJFpDmD0mKlRqPhgeWQF1dVnK1/view?usp=sharing,Department of Industries
Rajasthan,Wooden Handicraft Products,Jhunjhunu,106,Primary,Handicraft,"The wood products from Jhunjhunu district of Rajasthan are a true testament to the rich cultural heritage and traditional craftsmanship of the region. Skilled artisans use high-quality wood, including teak, rosewood, and mango wood, to create an array of stunning products that are both functional and beautiful. From intricately carved wooden doors and window frames to elegant furniture pieces and decorative items, the wood products from Jhunjhunu are known for their durability, strength, and beauty. Each piece is unique, showcasing the natural patterns and textures of the wood, and is carefully crafted to the highest standards of quality and craftsmanship.",No,https://drive.google.com/file/d/1vZv5dZOSHtKuvmKsVjUmnJG_Dt3-mtSJ/view?usp=drive_link,DC Handicraft
Rajasthan,Wooden Furniture Products,Jodhpur,107,Primary,Handicraft,"Jodhpur district of Rajasthan is renowned for its exquisite furniture handicrafts that blend traditional craftsmanship with modern aesthetics. From intricately carved wooden chests to elegantly upholstered sofas, Jodhpur furniture exudes a regal charm that is both timeless and sophisticated. With a focus on quality materials and attention to detail, Jodhpur furniture makers create pieces that are not only functional but also works of art. Whether you're looking to add a touch of Indian-inspired luxury to your home or office, Jodhpur furniture handicraft products are sure to impress.",No,https://drive.google.com/file/d/1i1hAc70vxWziZqIypnItPy2EsjvyQp3y/view?usp=drive_link,DC Handicraft
Rajasthan,Sandstone products ,Karauli,108,Primary,Manufacturing,"Karauli district of Rajasthan is known for its exquisite sandstone articles that showcase the region's rich cultural heritage. From intricately carved temple sculptures to elegant home decor pieces, Karauli sandstone articles are a testament to the skill and craftsmanship of the local artisans. The natural beauty of the sandstone is enhanced by the intricate carving, which is often inspired by traditional Indian motifs and designs. The warm hues and unique texture of the sandstone make these articles a striking addition to any space, whether you're looking to create a serene garden oasis or add a touch of rustic charm to your home decor.",No,https://drive.google.com/file/d/1AB4V-AHIRpzBxEqU0QwzfsjK3DxWePYK/view?usp=drive_link,MSME
Rajasthan,Automobiles Parts ,Khairthal-Tijara,770,Primary,Manufacturing,"Automobile Parts from Khairthal-Tijara, Rajasthan, are recognized for their exceptional quality and reliability. This region is a major hub for the production of critical automobile components, such as engine parts, transmission systems, steering mechanisms, and suspension components. With a strong emphasis on precision engineering and advanced manufacturing practices, the parts produced here meet stringent industry standards.",No ,https://drive.google.com/file/d/1OtVLYoHuJ2pS3SU4lQM9687nIB5ATVea/view?usp=drive_link,Minstry of Heavy Industries 
Rajasthan,Kota Doria,Kota,109,Primary,Handloom,"Kota Doria, also known as Kota Dori, is a lightweight and sheer fabric that is woven by skilled artisans in the Kota district of Rajasthan. Made from a blend of cotton and silk, the fabric is characterized by its distinctive square pattern and airy texture, which makes it ideal for warm weather. Kota Doria has been a prized textile in India for centuries, with a rich history that dates back to the Mughal era. The intricate weaving process involves carefully interlacing threads on a traditional pit loom, resulting in a fabric that is both delicate and durable.",Yes,https://drive.google.com/file/d/11xrI18hGkYI2iEIeOO2XGGhimpm_j3pR/view?usp=drive_link,DC Handloom
Rajasthan,Automobiles Parts ,Kotputli-Behror,782,Primary,Manufacturing,"Automobile Products from Kotputli Behror, Rajasthan, are renowned for their precision, durability, and innovation. This region is a key manufacturing hub for automobile components, with a focus on high-quality parts such as engine components, chassis, brake systems, and electrical parts. Kotputli Behror’s strategic location and well-developed infrastructure have attracted numerous automotive industries, making it a vital part of India’s automotive supply chain. ",NO ,https://drive.google.com/file/d/1OtVLYoHuJ2pS3SU4lQM9687nIB5ATVea/view?usp=drive_link,Minstry of Heavy Industries 
Rajasthan,Pan Meethi and Spices processing ,Nagaur,110,Primary,Food Processing,"Nagaur, Rajasthan, is famous for its Pan Meethi and spice processing industry. Pan Meethi, a traditional mouth freshener, is made from a blend of aromatic spices, herbs, and edible lime, often served with betel leaves. Nagaur is also a hub for processing and packaging high-quality spices like red chili powder, turmeric, coriander, and cumin, which are exported nationwide. The region's expertise in spice blending and traditional recipes makes it a key player in Rajasthan's spice trade.",no ,https://drive.google.com/file/d/1gHXHGhsbCODJ4d8UX8S-c5IPrQxq1gIk/view?usp=drive_link,Ministry of Food Processing
Rajasthan,Textile Products,Pali,111,Primary,textile ,"Pali, Rajasthan, is renowned for its vibrant textile products, including Bandhani (tie-dye) and Leheriya fabrics, known for their intricate patterns and bright colors. The city specializes in hand-block printing, creating traditional designs on sarees, dupattas, turbans, and home furnishings. Pali's textiles reflect Rajasthan's rich cultural heritage, combining traditional craftsmanship with modern adaptations. The industry is a key economic driver, supporting local artisans and exporting globally. Pali's textiles are celebrated for their quality, artistry, and vibrant Rajasthani motifs.",no ,https://drive.google.com/file/d/1ccSsPsucAeyJC0RosVfsRPf5cQ6efVXh/view?usp=drive_link,Ministry of Textile
Rajasthan,Sonamukhi Products,Phalodi,772,Primary,Food Processing,"Sonamukhi Products, also known as Senna, from Phalodi, Rajasthan, are highly valued for their medicinal properties and wide-ranging applications in herbal remedies. Derived from the Senna plant, these products include dried leaves, pods, and powder, commonly used as natural laxatives and in detox formulations. Known for their high potency and purity, Sonamukhi products are a key ingredient in traditional Ayurvedic and Unani medicines.",No ,https://drive.google.com/file/d/1kIZdroYWuI9lkvr8R678NTMc-LbRs2gB/view?usp=drive_link,Ministry of Food Processing
Rajasthan,Thewa Jewellery,Pratapgarh,629,Primary,Handicraft,"Thewa art from Pratapgarh district of Rajasthan is a stunningly intricate and elegant form of jewelry-making that involves fusing gold onto colored glass to create intricate designs and patterns. The technique dates back over 400 years and has been passed down through generations of skilled artisans. Thewa jewelry is known for its delicate beauty and timeless elegance, with each piece showcasing a level of craftsmanship that is unmatched in the world of jewelry-making. The artistry of Thewa jewelry lies in the precision and attention to detail that goes into each piece, with designs ranging from traditional motifs to more contemporary styles.",Yes,https://drive.google.com/file/d/1IuJsGynlJzZKDCASCM3qKbULQFUL8iNS/view?usp=drive_link,DC Handicraft
Rajasthan,Granite and Marble Products,Rajsamand,112,Primary,Manufacturing,"Granite and Marble Slabs and Tiles from Rajsamand, Rajasthan, are renowned for their superior quality, rich textures, and wide range of colors. Sourced from the region’s vast quarries, these slabs and tiles showcase natural patterns making them ideal for both residential and commercial projects. Rajsamand’s granite and marble products are known for their durability, polished finish, and aesthetic appeal, often used for flooring, countertops, wall cladding, and other decorative applications. ",No ,https://drive.google.com/file/d/1uE2YIUA_yXZoNh9F-OH7lN8cnCj3tNi-/view?usp=drive_link,Department of geology
Rajasthan,Quartz,Salumber,777,Primary,Manufacturing,"Quartz from Salumber, Rajasthan, is prized for its high purity, strength, and crystalline beauty. Extensively used in engineered stone surfaces, glassmaking, and industrial applications, Salumber quartz exemplifies premium mineral quality. Its versatility and durability make it a preferred choice, reflecting Rajasthan’s rich geological resources and mining expertise.",No ,https://drive.google.com/file/d/1oZQdKBHx_D7r84mCq5Qw9Cj4nXEvosVM/view?usp=drive_link,Department of Industries
Rajasthan,Marble Products ,Sawai Madhopur,113,Primary,Manufacturing,"Marble products from Sawai Madhopur, Rajasthan, feature exquisite craftsmanship and natural elegance. Artisans transform locally sourced marble into stunning sculptures, tabletops, and decorative items. Celebrated for their fine texture and graceful patterns, these creations embody the region’s artistic traditions and enhance interiors with a touch of timeless luxury",No,https://drive.google.com/file/d/1Z0AM5pn3yiPPP3eKVpfoG-NaA8GxMyBf/view?usp=drive_link,Department of Industries
Rajasthan,Wooden Furniture Products,Sikar,114,Primary,Handicraft,"Antique furniture from Sikar district of Rajasthan is a stunningly beautiful and valuable art form that reflects the region's rich cultural heritage and history. The district is known for its intricate and exquisite wooden furniture, which features unique designs and motifs that have been passed down through generations of skilled craftsmen. The furniture is made from the highest quality hardwoods, including teak, rosewood, and mango wood, which are expertly carved and finished to create elegant and timeless pieces. Each antique piece of furniture is a true work of art, with intricate carvings and designs that showcase the skill and creativity of Rajasthan's master craftsmen.",No,https://drive.google.com/file/d/1TM94e8MDrz15z_TSuTUQb2tzhsdpb7K3/view?usp=drive_link,DC Handicraft
Rajasthan,Marble Products ,Sirohi,115,Primary,handicraft,"Marble articles from Sirohi district of Rajasthan are a stunningly beautiful and elegant form of artwork that showcase the region's rich cultural heritage and artistic traditions. The district is renowned for its high-quality marble, which is expertly carved and finished by skilled craftsmen to create intricate and delicate designs. Marble articles from Sirohi are available in a wide range of designs and styles, from traditional motifs to more contemporary patterns, with each piece showcasing the skill and creativity of Rajasthan's master craftsmen. The natural beauty of the marble, combined with the intricate designs and attention to detail, make these articles a true work of art.",No,https://drive.google.com/file/d/13EUdwarhilum1e7Ojyq3h4sl-QuoRz3J/view?usp=drive_link,DC Handicraft
Rajasthan,Mustard Oil ,Sri Ganganagar,100,Primary,Food Processing,"Sri Ganganagar, located in Rajasthan, is a prominent region for mustard oil production. Known for its fertile agricultural land, the district is a major producer of high-quality mustard seeds, which are cold-pressed to extract pure and aromatic mustard oil. Sri Ganganagar's mustard oil is celebrated for its rich flavor, pungent aroma, and health benefits, making it a staple in Indian cooking. The region's oil mills adhere to traditional extraction methods while incorporating modern technology to ensure quality. Sri Ganganagar's mustard oil is widely distributed across Rajasthan and beyond, contributing significantly to the local economy.",NO ,https://drive.google.com/file/d/1clnCs67l0teA5ELV_yuVbIMAsMUoGPU6/view?usp=drive_link,Ministry of Food Processing
Rajasthan,Stale stone tiles,Tonk,116,Primary,Manufacturing,"Tonk district in Rajasthan is known for its high-quality slate stone tiles, which are widely used in construction and interior decoration. These tiles are valued for their durability, natural texture, and aesthetic appeal. Available in various shades like grey, green, and multi-color, Tonk’s slate stone tiles are ideal for flooring, wall cladding, and roofing. Their weather-resistant and non-slip properties make them a popular choice for both indoor and outdoor applications. The region's rich slate deposits and skilled craftsmanship contribute to the growing demand for these tiles in domestic and international markets.",No,https://drive.google.com/file/d/1eaCVPPWoealQ7RvyzLAN9VIV2jgMFXT1/view?usp=drive_link,MSME
